year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.1046434,.1066797,.2527851,.3523378,.0937716,.0897823
1980,.1116606,.1454177,.2397593,.2685816,.137885,.0966958
1990,.131983,.1306897,.2466654,.2381982,.1364499,.1160138
2000,.1348975,.1378712,.241084,.2157477,.1272563,.1431433
2007,.1443971,.1442724,.219008,.2222324,.1265631,.1435271
