year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.1269016,.1155905,.2578855,.3117942,.0855537,.1022745
1980,.1204436,.1343743,.2363633,.3071429,.096116,.1055599
1990,.159427,.1442375,.2065285,.2194396,.1153622,.1550052
2000,.2099767,.1041422,.2085475,.1785563,.1132838,.1854935
2007,.2447205,.1051426,.1324982,.1437941,.1670876,.206757
