year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.1390012,.1071748,.2235157,.3228438,.1233928,.0840716
1980,.1609858,.105526,.2871772,.1743563,.1512651,.1206895
1990,.170385,.0937774,.2613636,.1806196,.1479144,.14594
2000,.1741824,.1431806,.1965686,.1882082,.1366845,.1611757
2007,.1605373,.1393657,.2028188,.1853667,.1204153,.1914961
