year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.0840082,.1035324,.3064733,.3412892,.0991531,.0655438
1980,.1175078,.1061144,.2687765,.3131391,.1215729,.0728892
1990,.1331235,.112708,.2498915,.2676459,.1324419,.1041892
2000,.1517306,.11934,.2325613,.2389637,.1308052,.1265991
2007,.1692025,.1106975,.206897,.2295102,.1429983,.1406946
