year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.0387261,.0943995,.3565992,.4063978,.0685234,.0353541
1980,.0669542,.077237,.3602895,.3649871,.0940588,.0364734
1990,.0774593,.0800591,.3381923,.3374028,.1199403,.0469463
2000,.0850606,.105537,.3244477,.2831933,.1360094,.0657519
2007,.0920353,.1011397,.3066093,.2943346,.1406185,.0652625
