year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.0880907,.0872883,.3020065,.3928007,.0788814,.0509323
1980,.118637,.0973828,.2787344,.3535349,.097943,.0537679
1990,.1158601,.0970438,.2957486,.2557425,.1525773,.0830278
2000,.1380801,.1130337,.2663698,.275467,.0965021,.1105472
2007,.1482428,.0974827,.2486286,.2607133,.1350706,.109862
