year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.0808923,.1819922,.2362976,.3523612,.1133198,.035137
1980,.0758587,.1649159,.2326699,.3504541,.1326616,.0434398
1990,.1047029,.1165134,.2935448,.2420218,.1867708,.0564462
2000,.1455729,.1494686,.2395515,.2015767,.134741,.1290893
2007,.1608703,.1348507,.2107686,.2078673,.1374916,.1481515
