year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.1026041,.1286735,.2247949,.3610343,.1363983,.046495
1980,.0987706,.1400856,.2760755,.27018,.1368374,.0780508
1990,.1411117,.1431621,.2166296,.2474208,.1302852,.1213907
2000,.1564075,.1624743,.1758361,.2201227,.1341457,.1510137
2007,.1758353,.1426428,.159265,.2352042,.118744,.1683087
