year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.0516476,.1064443,.3140264,.4025708,.0834317,.0418792
1980,.083433,.1239948,.2974616,.2849721,.159588,.0505505
1990,.1317533,.1248268,.2421142,.2583092,.1564734,.0865231
2000,.1822641,.1360133,.1685413,.1964173,.1703383,.1464256
2007,.1922964,.1193551,.1664234,.203811,.1653439,.1527701
