year,pctmedcat1,pctmedcat2,pctmedcat3,pctmedcat4,pctmedcat5,pctmedcat6
1970,.0245419,.0651761,.4086055,.3856733,.0849656,.0310377
1980,.0423115,.0799854,.4086469,.3562517,.079575,.0332294
1990,.0461713,.1224268,.3231069,.3285252,.1289527,.050817
2000,.0588609,.1407085,.3307595,.275513,.1270175,.0671405
2007,.0978,.1389233,.2468099,.2951719,.1296291,.0916657
